stage,map_name,hero,Time Played,Most Played
Stage 3,Havana,Zenyatta,27319.615929189997,5.0
Stage 3,Havana,D.Va,23136.15730282,6.0
Stage 3,Havana,Sombra,17581.271215589004,7.0
Stage 3,Havana,Ana,12581.178181023997,8.0
Stage 3,Havana,Orisa,5409.554723460999,9.0
Stage 3,Havana,Mercy,5384.42989401,10.0
Stage 3,Havana,Widowmaker,4820.714047568001,11.0
Stage 3,Havana,Baptiste,4782.659348320001,12.0
Stage 3,Havana,Roadhog,3606.080700558,13.0
Stage 3,Havana,Pharah,3001.859372311,14.0
Stage 3,Havana,Hanzo,2684.4224179149996,15.0
Stage 3,Havana,Winston,1417.173860485,16.0
Stage 3,Havana,Bastion,1365.4676837700001,17.0
Stage 3,Havana,Wrecking Ball,1306.270735123,18.0
Stage 3,Havana,Mei,831.1765574000001,19.0
Stage 3,Havana,Moira,803.030588967,20.0
Stage 3,Havana,Tracer,530.485882821,21.0
Stage 3,Havana,Torbjörn,319.221309225,22.0
Stage 3,Havana,Symmetra,206.28946348,23.0
Stage 3,Havana,Genji,190.78852637000003,24.0
Stage 3,Havana,Doomfist,174.228118096,25.0
Stage 3,Havana,Junkrat,125.51508249999999,26.0
Stage 3,Havana,Reaper,98.27596736,27.0
Stage 3,Havana,McCree,37.96077931,28.0
Stage 3,Havana,Soldier: 76,3.899781883,29.0
Stage 3,Hollywood,Lúcio,29677.060502912,1.0
Stage 3,Hollywood,Brigitte,29441.456838529997,2.0
Stage 3,Hollywood,Zarya,26320.99085135999,3.0
Stage 3,Hollywood,Reinhardt,23629.620470015012,4.0
Stage 3,Hollywood,D.Va,23553.522022917008,5.0
Stage 3,Hollywood,Zenyatta,22635.033574260004,6.0
Stage 3,Hollywood,Sombra,16838.99891174,7.0
Stage 3,Hollywood,Ana,14446.226255193,8.0
Stage 3,Hollywood,Mercy,8696.85373622,9.0
Stage 3,Hollywood,Winston,6755.9909179900005,10.0
Stage 3,Hollywood,Pharah,4998.978468894999,11.0
Stage 3,Hollywood,Orisa,4998.296586609,12.0
Stage 3,Hollywood,Hanzo,4740.074679560999,13.0
Stage 3,Hollywood,Widowmaker,3262.715245893,14.0
Stage 3,Hollywood,Wrecking Ball,3196.3589072570003,15.0
Stage 3,Hollywood,Roadhog,2037.321125143,16.0
Stage 3,Hollywood,Junkrat,1433.8688834,17.0
Stage 3,Hollywood,Doomfist,1012.324056959,18.0
Stage 3,Hollywood,Ashe,890.67368266,19.0
Stage 3,Hollywood,Tracer,597.6454255880002,20.0
Stage 3,Hollywood,Moira,470.119145,21.0
Stage 3,Hollywood,McCree,411.76134682199995,22.0
Stage 3,Hollywood,Genji,244.30162918800002,23.0
Stage 3,Hollywood,Mei,225.85157909999998,24.0
Stage 3,Hollywood,Baptiste,83.718611839,25.0
Stage 3,Hollywood,Bastion,36.982726516999996,26.0
Stage 3,Hollywood,Soldier: 76,21.425179008,27.0
Stage 3,Hollywood,Reaper,13.62660646,28.0
Stage 3,Hollywood,Torbjörn,9.734593153,29.0
Stage 3,Hollywood,Symmetra,5.844275355,30.0
Stage 3,Horizon Lunar Colony,Lúcio,27574.279591550003,1.0
Stage 3,Horizon Lunar Colony,Zarya,25300.498515799998,2.0
Stage 3,Horizon Lunar Colony,Brigitte,24999.94975558001,3.0
Stage 3,Horizon Lunar Colony,Reinhardt,23911.624197920006,4.0
Stage 3,Horizon Lunar Colony,D.Va,23160.879332020002,5.0
Stage 3,Horizon Lunar Colony,Zenyatta,20316.78437892,6.0
Stage 3,Horizon Lunar Colony,Sombra,18934.297300702998,7.0
Stage 3,Horizon Lunar Colony,Ana,16367.762745719998,8.0
Stage 3,Horizon Lunar Colony,Mercy,11072.377566018999,9.0
Stage 3,Horizon Lunar Colony,Orisa,8587.26987926,10.0
Stage 3,Horizon Lunar Colony,Widowmaker,8358.787090502,11.0
Stage 3,Horizon Lunar Colony,Wrecking Ball,5650.374878746999,12.0
Stage 3,Horizon Lunar Colony,Pharah,5301.824790875001,13.0
Stage 3,Horizon Lunar Colony,Hanzo,4315.4731864,14.0
Stage 3,Horizon Lunar Colony,Winston,3625.583597988,15.0
Stage 3,Horizon Lunar Colony,Baptiste,3594.4336383719997,16.0
Stage 3,Horizon Lunar Colony,Roadhog,2413.6557377990002,17.0
Stage 3,Horizon Lunar Colony,Junkrat,2263.88826083,18.0
Stage 3,Horizon Lunar Colony,Moira,1551.41360928,19.0
Stage 3,Horizon Lunar Colony,Bastion,1520.3946767759999,20.0
Stage 3,Horizon Lunar Colony,Tracer,1288.6764582750002,21.0
Stage 3,Horizon Lunar Colony,Genji,1033.662306793,22.0
Stage 3,Horizon Lunar Colony,Doomfist,861.395974583,23.0
Stage 3,Horizon Lunar Colony,Torbjörn,787.29705795,24.0
Stage 3,Horizon Lunar Colony,Soldier: 76,665.814238505,25.0
Stage 3,Horizon Lunar Colony,Ashe,461.34527749700004,26.0
Stage 3,Horizon Lunar Colony,Reaper,242.36742747400004,27.0
Stage 3,Horizon Lunar Colony,Mei,96.359439783,28.0
Stage 3,Horizon Lunar Colony,McCree,76.89951378100001,29.0
Stage 3,Horizon Lunar Colony,Symmetra,24.330915508,30.0
Stage 3,Ilios,Lúcio,31028.035879421,1.0
Stage 3,Ilios,Brigitte,29760.907721649994,2.0
Stage 3,Ilios,D.Va,26183.9460268,3.0
Stage 3,Ilios,Zarya,24956.26777099999,4.0
Stage 3,Ilios,Zenyatta,21328.720016359995,5.0
Stage 3,Ilios,Reinhardt,18547.816287589994,6.0
Stage 3,Ilios,Sombra,16546.724715027,7.0
Stage 3,Ilios,Ana,14359.310350043997,8.0
Stage 3,Ilios,Winston,9002.475511514,9.0
Stage 3,Ilios,Wrecking Ball,8494.276834426999,10.0
Stage 3,Ilios,Mercy,8244.114760685,11.0
Stage 3,Ilios,Pharah,8019.22804336,12.0
Stage 3,Ilios,Widowmaker,4755.436427545,13.0
Stage 3,Ilios,Orisa,3412.54880769,14.0
Stage 3,Ilios,Moira,2823.8722648800003,15.0
Stage 3,Ilios,Doomfist,1583.5989215330003,16.0
Stage 3,Ilios,Tracer,1542.7376244750008,17.0
Stage 3,Ilios,Roadhog,861.39638667,18.0
Stage 3,Ilios,McCree,744.6047034,19.0
Stage 3,Ilios,Hanzo,738.72898971,20.0
Stage 3,Ilios,Bastion,484.6870861,21.0
Stage 3,Ilios,Baptiste,327.082220255,22.0
Stage 3,Ilios,Mei,183.04257130000002,23.0
Stage 3,Ilios,Torbjörn,170.37835918,24.0
Stage 3,Ilios,Soldier: 76,54.511711953,25.0
Stage 3,Ilios,Reaper,44.77186859,26.0
Stage 3,Ilios,Genji,8.755290449,27.0
Stage 3,Nepal,Lúcio,24898.410618695012,1.0
Stage 3,Nepal,Brigitte,22481.613967810004,2.0
Stage 3,Nepal,D.Va,21436.05592915,3.0
Stage 3,Nepal,Zarya,21093.66396382801,4.0
Stage 3,Nepal,Zenyatta,18618.36364957001,5.0
Stage 3,Nepal,Reinhardt,12556.621459707001,6.0
Stage 3,Nepal,Ana,12311.457823750003,7.0
Stage 3,Nepal,Sombra,11950.30900318,8.0
Stage 3,Nepal,Winston,10646.136864025,9.0
Stage 3,Nepal,Mercy,7513.778911799999,10.0
Stage 3,Nepal,Wrecking Ball,6723.577138160998,11.0
Stage 3,Nepal,Pharah,6647.418649309999,12.0
Stage 3,Nepal,Widowmaker,3643.088461426,13.0
Stage 3,Nepal,Orisa,2468.3039958099994,14.0
Stage 3,Nepal,Tracer,2315.4438916970003,15.0
Stage 3,Nepal,Roadhog,2313.59747038,16.0
Stage 3,Nepal,Mei,2162.8269360500003,17.0
Stage 3,Nepal,Hanzo,1596.22308328,18.0
Stage 3,Nepal,Moira,1007.4193079040001,19.0
Stage 3,Nepal,Doomfist,854.6330502180001,20.0
Stage 3,Nepal,Junkrat,491.50549314,21.0
Stage 3,Nepal,McCree,327.04533932000004,22.0
Stage 3,Nepal,Soldier: 76,312.454420542,23.0
Stage 3,Nepal,Torbjörn,238.466571308,24.0
Stage 3,Nepal,Bastion,134.2424497,25.0
Stage 3,Nepal,Ashe,94.43184429,26.0
Stage 3,Nepal,Baptiste,67.1597333,27.0
Stage 3,Nepal,Genji,24.33844471,28.0
Stage 3,Numbani,Lúcio,32552.139889503993,1.0
Stage 3,Numbani,Brigitte,29346.58618082801,2.0
Stage 3,Numbani,Zarya,28179.877422825997,3.0
Stage 3,Numbani,Reinhardt,25610.205777995,4.0
Stage 3,Numbani,D.Va,23462.78310663,5.0
Stage 3,Numbani,Sombra,21711.417482834993,6.0
Stage 3,Numbani,Zenyatta,20293.952715862008,7.0
Stage 3,Numbani,Ana,19158.004232601998,8.0
Stage 3,Numbani,Mercy,8635.340072223002,9.0
Stage 3,Numbani,Wrecking Ball,7968.88097516,10.0
Stage 3,Numbani,Pharah,7785.715698878,11.0
Stage 3,Numbani,Winston,6704.163599422,12.0
Stage 3,Numbani,Widowmaker,2763.2017588890003,13.0
Stage 3,Numbani,Doomfist,2467.497380451,14.0
Stage 3,Numbani,Tracer,2372.1366621080006,15.0
Stage 3,Numbani,Baptiste,2281.651271301,16.0
Stage 3,Numbani,Orisa,2096.4197696809997,17.0
Stage 3,Numbani,Hanzo,1993.2775981240002,18.0
Stage 3,Numbani,Roadhog,1551.4443278620001,19.0
Stage 3,Numbani,Moira,1266.3386327859998,20.0
Stage 3,Numbani,Soldier: 76,1044.4024818870002,21.0
Stage 3,Numbani,Bastion,568.37274648,22.0
Stage 3,Numbani,Junkrat,201.494831259,23.0
Stage 3,Numbani,McCree,180.10345860600003,24.0
Stage 3,Numbani,Genji,76.878742329,25.0
Stage 3,Numbani,Reaper,63.26108813,26.0
Stage 3,Numbani,Mei,11.67308688,27.0
Stage 3,Numbani,Symmetra,6.817808628,28.0
Stage 3,Oasis,Lúcio,29937.14047965,1.0
Stage 3,Oasis,Brigitte,29578.831360430006,2.0
Stage 3,Oasis,Zarya,25029.448875219994,3.0
Stage 3,Oasis,D.Va,24507.89296259,4.0
Stage 3,Oasis,Reinhardt,23302.99656357,5.0
Stage 3,Oasis,Zenyatta,19350.23227789,6.0
Stage 3,Oasis,Sombra,16672.405823347,7.0
Stage 3,Oasis,Ana,15979.917808740003,8.0
Stage 3,Oasis,Mercy,8898.17424123,9.0
Stage 3,Oasis,Pharah,8229.594810679,10.0
Stage 3,Oasis,Wrecking Ball,7095.658498448999,11.0
Stage 3,Oasis,Winston,6094.910251250001,12.0
Stage 3,Oasis,Moira,3572.3252993199994,13.0
Stage 3,Oasis,Roadhog,2826.665765114,14.0
Stage 3,Oasis,Orisa,2443.9680551499996,15.0
Stage 3,Oasis,Widowmaker,2364.007059841,16.0
Stage 3,Oasis,Doomfist,2093.6404618169995,17.0
Stage 3,Oasis,Soldier: 76,1633.278102724,18.0
Stage 3,Oasis,Tracer,1546.6738246450002,19.0
Stage 3,Oasis,Hanzo,880.793576403,20.0
Stage 3,Oasis,McCree,361.07867455200005,21.0
Stage 3,Oasis,Mei,278.40728412,22.0
Stage 3,Oasis,Baptiste,157.69527539999999,23.0
Stage 3,Oasis,Reaper,61.34812045,24.0
Stage 3,Oasis,Genji,53.510109066,25.0
Stage 3,Oasis,Torbjörn,4.869816124,26.0
Stage 3,Oasis,Symmetra,2.919083297,27.0
Stage 3,Oasis,Bastion,0.975188732,28.0
Stage 3,Paris,Lúcio,25580.610691939004,1.0
Stage 3,Paris,D.Va,22517.773863984,2.0
Stage 3,Paris,Zarya,22060.864700889993,3.0
Stage 3,Paris,Brigitte,21299.69963172,4.0
Stage 3,Paris,Ana,20864.519088435,5.0
Stage 3,Paris,Sombra,20250.148008582,6.0
Stage 3,Paris,Reinhardt,16371.809653330001,7.0
Stage 3,Paris,Zenyatta,15653.420073047004,8.0
Stage 3,Paris,Mercy,10552.856444734,9.0
Stage 3,Paris,Orisa,10003.862369159,10.0
Stage 3,Paris,Winston,9096.857598039,11.0
Stage 3,Paris,Widowmaker,6976.559989846,12.0
Stage 3,Paris,Pharah,6451.277675759,13.0
Stage 3,Paris,Wrecking Ball,5065.216345258998,14.0
Stage 3,Paris,Baptiste,4958.1307050159985,15.0
Stage 3,Paris,Hanzo,4331.275884519,16.0
Stage 3,Paris,Junkrat,3395.96296684,17.0
Stage 3,Paris,Bastion,3147.70111104,18.0
Stage 3,Paris,Roadhog,2577.26570941,19.0
Stage 3,Paris,Tracer,1992.3911511740005,20.0
Stage 3,Paris,Genji,1169.9367889500002,21.0
Stage 3,Paris,Doomfist,1044.430086915,22.0
Stage 3,Paris,Soldier: 76,844.970795508,23.0
Stage 3,Paris,Moira,840.0007078049999,24.0
Stage 3,Paris,Mei,665.689477694,25.0
Stage 3,Paris,Torbjörn,619.98555914,26.0
Stage 3,Paris,McCree,257.97244352100006,27.0
Stage 3,Paris,Symmetra,238.5057287,28.0
Stage 3,Paris,Ashe,12.655563891,29.0
Stage 3,Paris,Reaper,3.897101283,30.0
Stage 3,Volskaya Industries,Lúcio,31645.779625848994,1.0
Stage 3,Volskaya Industries,Brigitte,28649.094404559997,2.0
Stage 3,Volskaya Industries,Sombra,27040.12903136799,3.0
Stage 3,Volskaya Industries,Ana,25128.631917896,4.0
Stage 3,Volskaya Industries,Zarya,23387.99859160499,5.0
Stage 3,Volskaya Industries,D.Va,23179.034528536995,6.0
Stage 3,Volskaya Industries,Reinhardt,20186.596954603,7.0
Stage 3,Volskaya Industries,Zenyatta,17733.979469632995,8.0
Stage 3,Volskaya Industries,Mercy,14567.959945646002,9.0
Stage 3,Volskaya Industries,Wrecking Ball,12234.753123926996,10.0
Stage 3,Volskaya Industries,Widowmaker,10879.873574850999,11.0
Stage 3,Volskaya Industries,Winston,9268.177706958002,12.0
Stage 3,Volskaya Industries,Pharah,8757.085033088999,13.0
Stage 3,Volskaya Industries,Hanzo,4876.420987073,14.0
Stage 3,Volskaya Industries,Orisa,4784.091525112,15.0
Stage 3,Volskaya Industries,Roadhog,3103.8839464320004,16.0
Stage 3,Volskaya Industries,Tracer,3023.24262987,17.0
Stage 3,Volskaya Industries,Moira,2562.711139301,18.0
Stage 3,Volskaya Industries,Baptiste,2026.3965744619998,19.0
Stage 3,Volskaya Industries,Genji,1096.047463083,20.0
Stage 3,Volskaya Industries,Doomfist,925.654335037,21.0
Stage 3,Volskaya Industries,McCree,648.23496097,22.0
Stage 3,Volskaya Industries,Soldier: 76,432.101271238,23.0
Stage 3,Volskaya Industries,Mei,392.25888045,24.0
Stage 3,Volskaya Industries,Reaper,356.239316086,25.0
Stage 3,Volskaya Industries,Torbjörn,271.57883806999996,26.0
Stage 3,Volskaya Industries,Bastion,73.95808922799999,27.0
Stage 3,Volskaya Industries,Symmetra,32.111094182,28.0
Stage 3,Volskaya Industries,Junkrat,15.57493609,29.0
Stage 3,Volskaya Industries,Ashe,8.752821147999999,30.0
Stage 3,Watchpoint: Gibraltar,Lúcio,30394.859741763004,1.0
Stage 3,Watchpoint: Gibraltar,Brigitte,30091.24329253999,2.0
Stage 3,Watchpoint: Gibraltar,Zarya,28586.3131645,3.0
Stage 3,Watchpoint: Gibraltar,Reinhardt,24772.78392821,4.0
Stage 3,Watchpoint: Gibraltar,D.Va,23914.454966970006,5.0
Stage 3,Watchpoint: Gibraltar,Zenyatta,23470.884404593,6.0
Stage 3,Watchpoint: Gibraltar,Sombra,13116.775810398,7.0
Stage 3,Watchpoint: Gibraltar,Ana,12835.12494541,8.0
Stage 3,Watchpoint: Gibraltar,Winston,6297.526624943,9.0
Stage 3,Watchpoint: Gibraltar,Widowmaker,6005.559891677,10.0
Stage 3,Watchpoint: Gibraltar,Mercy,5850.8322146499995,11.0
Stage 3,Watchpoint: Gibraltar,Hanzo,3289.9380565939996,12.0
Stage 3,Watchpoint: Gibraltar,Wrecking Ball,3005.599717016,13.0
Stage 3,Watchpoint: Gibraltar,Orisa,2746.8632011739996,14.0
Stage 3,Watchpoint: Gibraltar,Doomfist,1565.1361897040001,15.0
Stage 3,Watchpoint: Gibraltar,Pharah,1457.1093890500001,16.0
Stage 3,Watchpoint: Gibraltar,Junkrat,646.2078319999999,17.0
Stage 3,Watchpoint: Gibraltar,Baptiste,478.806506905,18.0
Stage 3,Watchpoint: Gibraltar,Genji,386.400748474,19.0
Stage 3,Watchpoint: Gibraltar,Roadhog,328.99595654200004,20.0
Stage 3,Watchpoint: Gibraltar,Moira,286.153758533,21.0
Stage 3,Watchpoint: Gibraltar,Bastion,250.09507253,22.0
Stage 3,Watchpoint: Gibraltar,Mei,151.78080344600002,23.0
Stage 3,Watchpoint: Gibraltar,Reaper,127.467159132,24.0
Stage 3,Watchpoint: Gibraltar,Tracer,114.83501738600002,25.0
Stage 3,Watchpoint: Gibraltar,Symmetra,22.379162014000002,26.0
Stage 3,Watchpoint: Gibraltar,Soldier: 76,0.9732058640000001,27.0
Stage 4,Blizzard World,Orisa,37030.519657599994,1.0
Stage 4,Blizzard World,Mei,32668.231852399993,2.0
Stage 4,Blizzard World,Roadhog,27666.370989670002,3.0
Stage 4,Blizzard World,Hanzo,26850.495746366,4.0
Stage 4,Blizzard World,Baptiste,24388.672899310004,5.0
Stage 4,Blizzard World,Zenyatta,18585.978012190008,6.0
Stage 4,Blizzard World,Ana,17259.969106880002,7.0
Stage 4,Blizzard World,D.Va,11826.812798188002,8.0
Stage 4,Blizzard World,Mercy,8596.901073856,9.0
Stage 4,Blizzard World,Widowmaker,8412.588620382001,10.0
Stage 4,Blizzard World,Lúcio,6298.294051719,11.0
Stage 4,Blizzard World,Reaper,3869.962257431,12.0
Stage 4,Blizzard World,Moira,3739.6618690430005,13.0
Stage 4,Blizzard World,Wrecking Ball,2464.538494973998,14.0
Stage 4,Blizzard World,McCree,1752.8152891409998,15.0
Stage 4,Blizzard World,Doomfist,1291.628963243,16.0
Stage 4,Blizzard World,Sombra,1278.951682208,17.0
Stage 4,Blizzard World,Pharah,1128.0938026810002,18.0
Stage 4,Blizzard World,Genji,1034.7282283,19.0
Stage 4,Blizzard World,Tracer,548.924720617,20.0
Stage 4,Blizzard World,Brigitte,340.6772578,21.0
Stage 4,Blizzard World,Torbjörn,309.51361742999995,22.0
Stage 4,Blizzard World,Winston,150.87203735000003,23.0
Stage 4,Blizzard World,Reinhardt,55.47921866,24.0
Stage 4,Blizzard World,Symmetra,41.846692682000004,25.0
Stage 4,Blizzard World,Soldier: 76,22.37279773,26.0
Stage 4,Blizzard World,Zarya,15.561074436,27.0
Stage 4,Busan,D.Va,27921.948817399007,1.0
Stage 4,Busan,Lúcio,27230.752183785993,2.0
Stage 4,Busan,Mei,24743.49718524,3.0
Stage 4,Busan,Orisa,24317.075183200002,4.0
Stage 4,Busan,Moira,21469.293696260003,5.0
Stage 4,Busan,Reaper,17938.058082162002,6.0
Stage 4,Busan,Ana,12619.54063164,7.0
Stage 4,Busan,Sombra,9041.428744724999,8.0
Stage 4,Busan,Roadhog,7486.8479527730005,9.0
Stage 4,Busan,Widowmaker,7475.32822501,10.0
Stage 4,Busan,Wrecking Ball,7167.862804362002,11.0
Stage 4,Busan,Tracer,4577.669581055,12.0
Stage 4,Busan,Baptiste,4335.34224667,13.0
Stage 4,Busan,Winston,3809.90394377,14.0
Stage 4,Busan,McCree,3726.904687901,15.0
Stage 4,Busan,Mercy,2717.46284112,16.0
Stage 4,Busan,Brigitte,2355.535516533,17.0
Stage 4,Busan,Hanzo,2220.44048922,18.0
Stage 4,Busan,Zenyatta,2211.42756257,19.0
Stage 4,Busan,Doomfist,1634.3772410330002,20.0
Stage 4,Busan,Reinhardt,1299.396551569,21.0
Stage 4,Busan,Pharah,1122.2457789,22.0
Stage 4,Busan,Zarya,936.3194258,23.0
Stage 4,Busan,Symmetra,268.63174578999997,24.0
Stage 4,Busan,Junkrat,115.7868295,25.0
Stage 4,Busan,Ashe,55.51296723,26.0
Stage 4,Busan,Genji,16.555888,27.0
Stage 4,Busan,Torbjörn,2.9172331089999997,28.0
Stage 4,Hanamura,Orisa,28105.232240690006,1.0
Stage 4,Hanamura,D.Va,24103.213240393008,2.0
Stage 4,Hanamura,Mei,23125.567013296004,3.0
Stage 4,Hanamura,Ana,21518.712998417996,4.0
Stage 4,Hanamura,Lúcio,14085.019046683998,5.0
Stage 4,Hanamura,Baptiste,11319.426160291001,6.0
Stage 4,Hanamura,Roadhog,11263.658460428,7.0
Stage 4,Hanamura,Mercy,9666.471987259996,8.0
Stage 4,Hanamura,Moira,9577.082136525003,9.0
Stage 4,Hanamura,Reaper,9342.544277943,10.0
Stage 4,Hanamura,Hanzo,9082.478003139,11.0
Stage 4,Hanamura,Sombra,8310.939187954002,12.0
Stage 4,Hanamura,Wrecking Ball,6313.590075264001,13.0
Stage 4,Hanamura,Widowmaker,5943.258448595001,14.0
Stage 4,Hanamura,Pharah,5246.37202968,15.0
Stage 4,Hanamura,Zenyatta,4987.53613801,16.0
Stage 4,Hanamura,Doomfist,3385.5283137349998,17.0
Stage 4,Hanamura,Genji,3381.6298230849998,18.0
Stage 4,Hanamura,Tracer,2155.243765575,19.0
Stage 4,Hanamura,Winston,1719.996850867,20.0
Stage 4,Hanamura,McCree,1116.425073588,21.0
Stage 4,Hanamura,Brigitte,556.83463441,22.0
Stage 4,Hanamura,Bastion,293.95551066999997,23.0
Stage 4,Hanamura,Symmetra,202.51525761000002,24.0
Stage 4,Hanamura,Reinhardt,148.926923032,25.0
Stage 4,Hanamura,Ashe,101.252356382,26.0
Stage 4,Hanamura,Zarya,56.465311045,27.0
Stage 4,Hanamura,Soldier: 76,23.37403905,28.0
Stage 4,Havana,Orisa,42226.914259053985,1.0
Stage 4,Havana,Mei,31177.438136700002,2.0
Stage 4,Havana,Baptiste,28953.610729289994,3.0
Stage 4,Havana,Roadhog,27952.016825941002,4.0
Stage 4,Havana,Hanzo,27497.6254082,5.0
Stage 4,Havana,Zenyatta,26904.3568402,6.0
Stage 4,Havana,Widowmaker,16902.037577930005,7.0
Stage 4,Havana,D.Va,15655.173476088,8.0
Stage 4,Havana,Ana,13031.412250029996,9.0
Stage 4,Havana,Mercy,9113.38626578,10.0
Stage 4,Havana,Lúcio,6080.435808294999,11.0
Stage 4,Havana,Reaper,4686.553995885,12.0
Stage 4,Havana,Moira,4098.754417956,13.0
Stage 4,Havana,McCree,1897.0186060030003,14.0
Stage 4,Havana,Sombra,1820.186290292,15.0
Stage 4,Havana,Wrecking Ball,1377.3693579429996,16.0
Stage 4,Havana,Pharah,1228.4091756100001,17.0
Stage 4,Havana,Genji,1008.4125642570001,18.0
Stage 4,Havana,Reinhardt,791.349255515,19.0
Stage 4,Havana,Tracer,755.459367766,20.0
Stage 4,Havana,Doomfist,624.880937806,21.0
Stage 4,Havana,Winston,377.671462302,22.0
Stage 4,Havana,Bastion,284.202992582,23.0
Stage 4,Havana,Torbjörn,210.216079989,24.0
Stage 4,Havana,Brigitte,206.31402896400004,25.0
Stage 4,Havana,Soldier: 76,165.44984282000001,26.0
Stage 4,Havana,Symmetra,130.379361704,27.0
Stage 4,Havana,Zarya,7.775700747999999,28.0
Stage 4,Hollywood,Orisa,23772.803458199996,1.0
Stage 4,Hollywood,Mei,17371.03765312,2.0
Stage 4,Hollywood,Hanzo,16139.787673154004,3.0
Stage 4,Hollywood,Baptiste,15789.045657477001,4.0
Stage 4,Hollywood,Ana,15788.893048970998,5.0
Stage 4,Hollywood,Roadhog,15041.471822274001,6.0
Stage 4,Hollywood,D.Va,13595.270436319,7.0
Stage 4,Hollywood,Zenyatta,10251.656246460001,8.0
Stage 4,Hollywood,Mercy,8697.953194387,9.0
Stage 4,Hollywood,Sombra,5461.71087262,10.0
Stage 4,Hollywood,Lúcio,4212.071967833999,11.0
Stage 4,Hollywood,Wrecking Ball,3651.246340636,12.0
Stage 4,Hollywood,Reaper,3109.942693011,13.0
Stage 4,Hollywood,Pharah,3056.2447592,14.0
Stage 4,Hollywood,Widowmaker,3004.626982605,15.0
Stage 4,Hollywood,Genji,2999.8736558499995,16.0
Stage 4,Hollywood,Moira,2949.5572029699997,17.0
Stage 4,Hollywood,Doomfist,2594.8030908549995,18.0
Stage 4,Hollywood,McCree,2286.54903465,19.0
Stage 4,Hollywood,Winston,1495.029459608,20.0
Stage 4,Hollywood,Tracer,878.075938222,21.0
Stage 4,Hollywood,Junkrat,772.84354484,22.0
Stage 4,Hollywood,Reinhardt,132.379605352,23.0
Stage 4,Hollywood,Zarya,130.4071402,24.0
Stage 4,Hollywood,Brigitte,129.430945,25.0
Stage 4,Hollywood,Symmetra,79.8276003,26.0
Stage 4,Hollywood,Bastion,39.92257726,27.0
Stage 4,Hollywood,Soldier: 76,23.36218637,28.0
Stage 4,Ilios,D.Va,32679.4189428,1.0
Stage 4,Ilios,Orisa,28311.576124409992,2.0
Stage 4,Ilios,Lúcio,22980.924760121994,3.0
Stage 4,Ilios,Ana,21303.371076195,4.0
Stage 4,Ilios,Mei,18304.282115799997,5.0
Stage 4,Ilios,Moira,16872.344581939997,6.0
Stage 4,Ilios,Reaper,13636.923026432,7.0
Stage 4,Ilios,Mercy,13004.947562161997,8.0
Stage 4,Ilios,Widowmaker,11185.936437767998,9.0
Stage 4,Ilios,Wrecking Ball,9723.436453052,10.0
Stage 4,Ilios,Pharah,9154.223608479999,11.0
Stage 4,Ilios,Sombra,9127.689605474,12.0
Stage 4,Ilios,Roadhog,7354.670723653001,13.0
Stage 4,Ilios,Hanzo,5613.643788478,14.0
Stage 4,Ilios,Doomfist,5081.5844794079985,15.0
Stage 4,Ilios,McCree,4111.4938160500005,16.0
Stage 4,Ilios,Baptiste,3796.2717661389993,17.0
Stage 4,Ilios,Tracer,3610.0141729310003,18.0
Stage 4,Ilios,Winston,2114.9439540099997,19.0
Stage 4,Ilios,Zenyatta,1803.7849788999997,20.0
Stage 4,Ilios,Brigitte,795.14811986,21.0
Stage 4,Ilios,Genji,375.68551582,22.0
Stage 4,Ilios,Reinhardt,372.746647353,23.0
Stage 4,Ilios,Torbjörn,298.85331631500003,24.0
Stage 4,Ilios,Symmetra,42.829568267,25.0
Stage 4,Ilios,Junkrat,11.68294984,26.0
Stage 4,Ilios,Soldier: 76,1.950443804,27.0
Stage 4,Junkertown,Orisa,38505.4636669,1.0
Stage 4,Junkertown,Widowmaker,25691.775392015996,2.0
Stage 4,Junkertown,D.Va,21782.934882629997,3.0
Stage 4,Junkertown,Mercy,21611.95568142,4.0
Stage 4,Junkertown,Ana,19787.502053768,5.0
Stage 4,Junkertown,Mei,19766.015780020003,6.0
Stage 4,Junkertown,Roadhog,16432.692270450003,7.0
Stage 4,Junkertown,Hanzo,15311.275768782998,8.0
Stage 4,Junkertown,Zenyatta,14383.732971206999,9.0
Stage 4,Junkertown,Lúcio,9703.127193203001,10.0
Stage 4,Junkertown,Baptiste,9064.132976550001,11.0
Stage 4,Junkertown,Reaper,7386.68160363,12.0
Stage 4,Junkertown,Moira,6073.724612589999,13.0
Stage 4,Junkertown,Genji,5190.946686531998,14.0
Stage 4,Junkertown,Tracer,1939.9918313749997,15.0
Stage 4,Junkertown,Reinhardt,1824.864587855,16.0
Stage 4,Junkertown,Wrecking Ball,1519.5229590679999,17.0
Stage 4,Junkertown,McCree,1372.4453559400001,18.0
Stage 4,Junkertown,Bastion,1210.6533886799998,19.0
Stage 4,Junkertown,Pharah,1183.548349491,20.0
Stage 4,Junkertown,Doomfist,1056.071749014,21.0
Stage 4,Junkertown,Winston,865.324089745,22.0
Stage 4,Junkertown,Sombra,684.1801167499999,23.0
Stage 4,Junkertown,Brigitte,449.70858822,24.0
Stage 4,Junkertown,Soldier: 76,195.603395801,25.0
Stage 4,Junkertown,Zarya,143.081623102,26.0
Stage 4,Junkertown,Ashe,46.729939996999995,27.0
Stage 4,Junkertown,Junkrat,25.30899972,28.0
